{it}{s}	sup=80
{save}{myself}{before}{i}	sup=6
{push}{me}{under}	sup=6
{don}{t}{want}	sup=6
{cause}{you}{be}	sup=6
{out}{you}	sup=6
{end}	sup=6
{these}	sup=6
{wait}{for}{you}{to}	sup=6
{a.}	sup=6
{why}{do}{i}{love}{you}	sup=6
{dead}	sup=6
{where}{the}{hell}{be}{you}	sup=6
{somehow}{i}{find}	sup=6
{pull}{me}{further}	sup=6
{who}	sup=6
{isn}{t}{turn}{round}	sup=6
{since}{you}{have}{go}{away}	sup=6
{not}	sup=86
{i}{t}{it}	sup=7
{i}{be}{so}	sup=7
{i}{be}{good}{off}{alone}	sup=7
{i}{be}{always}	sup=7
{i}{myself}	sup=7
{i}{the}	sup=7
{i}{change}	sup=7
{i}{let}{it}	sup=7
{i}{want}{you}	sup=7
{i}{go}	sup=7
{i}{find}	sup=7
{i}{wish}{never}	sup=7
{can}{t}{it}	sup=7
{can}{t}{take}	sup=7
{so}{many}{i}	sup=7
{so}{much}{well}	sup=7
{time}{i}	sup=7
{be}{inside}	sup=7
{be}{and}	sup=7
{get}{and}	sup=7
{me}{down}	sup=7
{you}{be}{there}	sup=7
{you}{be}{beside}{me}	sup=7
{you}{think}{there}	sup=7
{you}{stand}	sup=7
{you}{on}{the}	sup=7
{the}{i}{leave}{at}{home}	sup=7
{the}{inside}	sup=7
{the}{one}{i}{leave}{at}	sup=7
{the}{one}{i}{leave}{home}	sup=7
{the}{one}{i}{at}{home}	sup=7
{the}{one}{leave}{at}{home}	sup=7
{the}{and}{fall}	sup=7
{no}{one}{will}{ever}	sup=7
{it}{i}{be}	sup=7
{it}{s}{not}{too}{late}	sup=7
{it}{s}{never}{too}{late}	sup=7
{it}{all}{you}	sup=7
{and}{now}{you}{be}	sup=7
{learn}	sup=7
{to}{get}{lose}{in}{you}	sup=7
{to}{high}	sup=7
{want}{it}	sup=7
{my}{head}	sup=7
{think}{about}	sup=7
{take}{to}	sup=7
{we}{get}{back}	sup=7
{we}{it}	sup=7
{that}{be}{go}{forever}	sup=7
{that}{you}{be}	sup=7
{right}	sup=7
{they}	sup=7
{in}{a}	sup=7
{everything}{you}	sup=7
{down}{i}	sup=7
{on}{own}	sup=7
{before}{i}	sup=7
{when}{you}{finally}{trust}{me}	sup=7
{when}{say}	sup=7
{save}	sup=7
{i.}	sup=7
{walk}	sup=7
{cause}{i}{feel}{nothing}{all}	sup=7
{cause}{i}{feel}{nothing}{at}	sup=7
{cause}{i}{feel}{than}{all}	sup=7
{cause}{i}{feel}{than}{at}	sup=7
{cause}{i}{feel}{pain}{at}	sup=7
{cause}{i}{d}{pain}{at}	sup=7
{cause}{i}{rather}{than}{all}	sup=7
{cause}{i}{rather}{than}{at}	sup=7
{cause}{i}{rather}{pain}{at}	sup=7
{cause}{you}	sup=7
{cause}{d}{feel}{nothing}{all}	sup=7
{cause}{d}{feel}{nothing}{at}	sup=7
{cause}{d}{feel}{than}{all}	sup=7
{cause}{d}{feel}{than}{at}	sup=7
{cause}{d}{feel}{pain}{at}	sup=7
{cause}{d}{pain}{nothing}{all}	sup=7
{cause}{d}{pain}{nothing}{at}	sup=7
{cause}{d}{pain}{at}{all}	sup=7
{cause}{d}{pain}{than}{all}	sup=7
{cause}{d}{pain}{than}{at}	sup=7
{cause}{d}{rather}{than}{all}	sup=7
{cause}{d}{rather}{than}{at}	sup=7
{cause}{d}{rather}{pain}{at}	sup=7
{cause}{rather}{feel}{nothing}{all}	sup=7
{cause}{rather}{feel}{nothing}{at}	sup=7
{cause}{rather}{feel}{than}{all}	sup=7
{cause}{rather}{feel}{than}{at}	sup=7
{cause}{rather}{feel}{pain}{at}	sup=7
{cause}{rather}{than}{nothing}{all}	sup=7
{cause}{rather}{than}{nothing}{at}	sup=7
{cause}{rather}{than}{at}{all}	sup=7
{cause}{rather}{pain}{nothing}{all}	sup=7
{cause}{rather}{pain}{nothing}{at}	sup=7
{cause}{rather}{pain}{at}{all}	sup=7
{cause}{rather}{pain}{than}{all}	sup=7
{cause}{rather}{pain}{than}{at}	sup=7
{alive}{you}	sup=7
{she}{say}	sup=7
{eye}	sup=7
{miss}	sup=7
{scream}	sup=7
{wait}{to}	sup=7
{turn}{your}{back}{on}{me}	sup=7
{hate}{everything}{about}	sup=7
{why}{do}{you}	sup=7
{why}{do}{love}	sup=7
{mind}	sup=7
{under}	sup=7
{hear}	sup=7
{finally}{believe}{in}{me}	sup=7
{where}{the}	sup=7
{pain}{get}{enough}	sup=7
{i}{can}{t}{escape}	sup=8
{i}{have}{you}	sup=8
{i}{be}{of}	sup=8
{i}{be}{a}	sup=8
{i}{will}{i}{will}{here}	sup=8
{i}{will}{i}{will}{for}	sup=8
{i}{will}{i}{will}{wait}	sup=8
{i}{will}{i}{here}{you}	sup=8
{i}{will}{i}{here}{for}	sup=8
{i}{will}{i}{wait}{you}	sup=8
{i}{will}{i}{wait}{here}	sup=8
{i}{will}{i}{wait}{for}	sup=8
{i}{will}{not}{i}{here}	sup=8
{i}{will}{not}{i}{wait}	sup=8
{i}{will}{not}{will}{here}	sup=8
{i}{will}{not}{will}{for}	sup=8
{i}{will}{not}{will}{wait}	sup=8
{i}{will}{not}{die}{wait}	sup=8
{i}{will}{die}{i}{here}	sup=8
{i}{will}{die}{i}{wait}	sup=8
{i}{will}{die}{will}{here}	sup=8
{i}{will}{die}{will}{for}	sup=8
{i}{will}{die}{will}{wait}	sup=8
{i}{will}{die}{wait}{you}	sup=8
{i}{will}{die}{wait}{here}	sup=8
{i}{will}{die}{wait}{for}	sup=8
{i}{not}{i}{will}{here}	sup=8
{i}{not}{i}{will}{for}	sup=8
{i}{not}{i}{will}{wait}	sup=8
{i}{not}{i}{here}{you}	sup=8
{i}{not}{i}{here}{for}	sup=8
{i}{not}{i}{wait}{you}	sup=8
{i}{not}{i}{wait}{here}	sup=8
{i}{not}{i}{wait}{for}	sup=8
{i}{not}{will}{here}{you}	sup=8
{i}{not}{will}{here}{for}	sup=8
{i}{not}{will}{for}{you}	sup=8
{i}{not}{will}{wait}{you}	sup=8
{i}{not}{will}{wait}{here}	sup=8
{i}{not}{will}{wait}{for}	sup=8
{i}{not}{die}{i}{here}	sup=8
{i}{not}{die}{i}{wait}	sup=8
{i}{not}{die}{will}{here}	sup=8
{i}{not}{die}{will}{for}	sup=8
{i}{not}{die}{will}{wait}	sup=8
{i}{not}{die}{wait}{you}	sup=8
{i}{not}{die}{wait}{here}	sup=8
{i}{not}{die}{wait}{for}	sup=8
{i}{think}{i}{be}	sup=8
{i}{too}	sup=8
{i}{stop}	sup=8
{i}{about}	sup=8
{i}{hate}	sup=8
{i}{die}{i}{will}{here}	sup=8
{i}{die}{i}{will}{for}	sup=8
{i}{die}{i}{will}{wait}	sup=8
{i}{die}{i}{here}{you}	sup=8
{i}{die}{i}{here}{for}	sup=8
{i}{die}{i}{wait}{you}	sup=8
{i}{die}{i}{wait}{here}	sup=8
{i}{die}{i}{wait}{for}	sup=8
{i}{die}{will}{here}{you}	sup=8
{i}{die}{will}{here}{for}	sup=8
{i}{die}{will}{for}{you}	sup=8
{i}{die}{will}{wait}{you}	sup=8
{i}{die}{will}{wait}{here}	sup=8
{i}{die}{will}{wait}{for}	sup=8
{i}{die}{wait}{here}{you}	sup=8
{i}{die}{wait}{here}{for}	sup=8
{i}{die}{wait}{for}{you}	sup=8
{can}{it}	sup=8
{t}{turn}	sup=8
{this}{world}{turn}{round}	sup=8
{this}{way}	sup=8
{many}	sup=8
{time}{have}	sup=8
{time}{be}	sup=8
{have}{enough}	sup=8
{have}{to}	sup=8
{still}{you}	sup=8
{somebody}{me}{this}{nightmare}	sup=8
{get}{up}{stand}{the}{crowd}	sup=8
{get}{up}{stand}{above}{the}	sup=8
{get}{up}{stand}{above}{crowd}	sup=8
{get}{up}{above}{the}{crowd}	sup=8
{get}{back}{up}{stand}{the}	sup=8
{get}{back}{up}{stand}{above}	sup=8
{get}{back}{up}{stand}{crowd}	sup=8
{get}{back}{up}{above}{the}	sup=8
{get}{back}{up}{above}{crowd}	sup=8
{get}{back}{stand}{the}{crowd}	sup=8
{get}{back}{stand}{above}{the}	sup=8
{get}{back}{stand}{above}{crowd}	sup=8
{me}{to}	sup=8
{you}{i}{didn}{t}{try}	sup=8
{you}{can}{t}	sup=8
{you}{t}{be}{you}{t}	sup=8
{you}{t}{be}{you}{be}	sup=8
{you}{t}{be}{you}{win}	sup=8
{you}{t}{be}{win}{t}	sup=8
{you}{t}{be}{win}{be}	sup=8
{you}{t}{be}{scare}{t}	sup=8
{you}{t}{be}{scare}{you}	sup=8
{you}{t}{be}{scare}{win}	sup=8
{you}{t}{you}{t}{be}	sup=8
{you}{t}{you}{win}{t}	sup=8
{you}{t}{you}{win}{be}	sup=8
{you}{t}{scare}{t}{be}	sup=8
{you}{t}{scare}{you}{t}	sup=8
{you}{t}{scare}{you}{be}	sup=8
{you}{t}{scare}{you}{win}	sup=8
{you}{t}{scare}{win}{t}	sup=8
{you}{t}{scare}{win}{be}	sup=8
{you}{so}	sup=8
{you}{be}{you}{t}{be}	sup=8
{you}{be}{you}{win}{t}	sup=8
{you}{be}{you}{win}{be}	sup=8
{you}{be}{win}{t}{be}	sup=8
{you}{be}{go}{forever}	sup=8
{you}{be}{scare}{t}{be}	sup=8
{you}{be}{scare}{you}{t}	sup=8
{you}{be}{scare}{you}{be}	sup=8
{you}{be}{scare}{you}{win}	sup=8
{you}{be}{scare}{win}{t}	sup=8
{you}{be}{scare}{win}{be}	sup=8
{you}{there}	sup=8
{you}{say}{i}{t}{try}	sup=8
{you}{say}{i}{didn}{t}	sup=8
{you}{say}{i}{didn}{try}	sup=8
{you}{say}{that}{i}{t}	sup=8
{you}{say}{that}{i}{try}	sup=8
{you}{say}{that}{i}{didn}	sup=8
{you}{say}{that}{t}{try}	sup=8
{you}{say}{that}{didn}{t}	sup=8
{you}{say}{that}{didn}{try}	sup=8
{you}{say}{didn}{t}{try}	sup=8
{you}{that}{i}{t}{try}	sup=8
{you}{that}{i}{didn}{t}	sup=8
{you}{that}{i}{didn}{try}	sup=8
{you}{that}{didn}{t}{try}	sup=8
{you}{win}{t}{be}{you}	sup=8
{you}{win}{t}{be}{win}	sup=8
{you}{win}{t}{be}{lonely}	sup=8
{you}{win}{t}{you}{t}	sup=8
{you}{win}{t}{you}{be}	sup=8
{you}{win}{t}{you}{win}	sup=8
{you}{win}{t}{scare}{t}	sup=8
{you}{win}{t}{scare}{you}	sup=8
{you}{win}{t}{scare}{win}	sup=8
{you}{win}{be}{you}{t}	sup=8
{you}{win}{be}{you}{be}	sup=8
{you}{win}{be}{you}{win}	sup=8
{you}{win}{be}{win}{t}	sup=8
{you}{win}{be}{win}{be}	sup=8
{you}{win}{be}{scare}{t}	sup=8
{you}{win}{be}{scare}{you}	sup=8
{you}{win}{be}{scare}{win}	sup=8
{you}{win}{scare}{t}{be}	sup=8
{you}{win}{scare}{you}{t}	sup=8
{you}{win}{scare}{you}{be}	sup=8
{you}{win}{scare}{you}{win}	sup=8
{you}{win}{scare}{win}{t}	sup=8
{you}{win}{scare}{win}{be}	sup=8
{you}{here}	sup=8
{you}{finally}	sup=8
{the}{time}	sup=8
{the}{side}	sup=8
{the}{one}{i}	sup=8
{of}{you}	sup=8
{one}{will}	sup=8
{it}{s}{what}{i}{you}	sup=8
{it}{s}{not}{i}{you}	sup=8
{it}{s}{all}{over}{for}	sup=8
{it}{not}{what}{i}{you}	sup=8
{it}{never}	sup=8
{wake}{up}{i}{be}	sup=8
{and}{i}{be}	sup=8
{and}{the}	sup=8
{and}{lonely}	sup=8
{never}{to}	sup=8
{to}{in}	sup=8
{to}{place}	sup=8
{to}{down}	sup=8
{keep}	sup=8
{up}{and}	sup=8
{waste}	sup=8
{too}{much}	sup=8
{we}{be}{the}{one}	sup=8
{we}{be}{bear}{like}{this}	sup=8
{we}{get}{knock}{down}	sup=8
{we}{back}	sup=8
{lose}{you}	sup=8
{back}{me}	sup=8
{know}{be}	sup=8
{in}{world}	sup=8
{way}{to}	sup=8
{high}{place}	sup=8
{live}{a}	sup=8
{break}{away}	sup=8
{watch}{burn}	sup=8
{on}{my}	sup=8
{cold}	sup=8
{cause}{i}{feel}{than}{nothing}	sup=8
{cause}{i}{feel}{pain}{nothing}	sup=8
{cause}{i}{feel}{pain}{than}	sup=8
{cause}{i}{d}{feel}{nothing}	sup=8
{cause}{i}{d}{feel}{than}	sup=8
{cause}{i}{d}{feel}{pain}	sup=8
{cause}{i}{d}{pain}{nothing}	sup=8
{cause}{i}{d}{pain}{than}	sup=8
{cause}{i}{d}{rather}{feel}	sup=8
{cause}{i}{d}{rather}{than}	sup=8
{cause}{i}{d}{rather}{pain}	sup=8
{cause}{i}{rather}{feel}{nothing}	sup=8
{cause}{i}{rather}{feel}{than}	sup=8
{cause}{i}{rather}{feel}{pain}	sup=8
{cause}{i}{rather}{than}{nothing}	sup=8
{cause}{i}{rather}{pain}{nothing}	sup=8
{cause}{i}{rather}{pain}{than}	sup=8
{cause}{d}{feel}{than}{nothing}	sup=8
{cause}{d}{feel}{pain}{nothing}	sup=8
{cause}{d}{feel}{pain}{than}	sup=8
{cause}{d}{pain}{than}{nothing}	sup=8
{cause}{d}{rather}{feel}{nothing}	sup=8
{cause}{d}{rather}{feel}{than}	sup=8
{cause}{d}{rather}{feel}{pain}	sup=8
{cause}{d}{rather}{than}{nothing}	sup=8
{cause}{d}{rather}{pain}{nothing}	sup=8
{cause}{d}{rather}{pain}{than}	sup=8
{cause}{rather}{feel}{than}{nothing}	sup=8
{cause}{rather}{feel}{pain}{nothing}	sup=8
{cause}{rather}{feel}{pain}{than}	sup=8
{cause}{rather}{pain}{than}{nothing}	sup=8
{whoa}{oh}{run}{your}{life}	sup=8
{whoa}{oh}{run}{for}{your}	sup=8
{whoa}{oh}{run}{for}{life}	sup=8
{whoa}{oh}{for}{your}{life}	sup=8
{whoa}{run}{for}{your}{life}	sup=8
{forget}{about}{the}{i}	sup=8
{why}{do}{i}	sup=8
{fear}	sup=8
{where}	sup=8
{or}{do}{we}{sit}{here}	sup=8
{pull}	sup=8
{pain}{i}{like}{it}{rough}	sup=8
{pain}{can}{t}{get}{enough}	sup=8
{pain}{without}{love}	sup=8
{rather}{feel}{nothing}{at}{all}	sup=8
{rather}{feel}{than}{nothing}{all}	sup=8
{rather}{feel}{than}{nothing}{at}	sup=8
{rather}{feel}{than}{at}{all}	sup=8
{rather}{feel}{pain}{nothing}{all}	sup=8
{rather}{feel}{pain}{nothing}{at}	sup=8
{rather}{feel}{pain}{at}{all}	sup=8
{rather}{feel}{pain}{than}{all}	sup=8
{rather}{feel}{pain}{than}{at}	sup=8
{rather}{than}{nothing}{at}{all}	sup=8
{rather}{pain}{nothing}{at}{all}	sup=8
{rather}{pain}{than}{nothing}{all}	sup=8
{rather}{pain}{than}{nothing}{at}	sup=8
{rather}{pain}{than}{at}{all}	sup=8
{i}{be}{on}{the}	sup=9
{i}{will}{here}	sup=9
{i}{lie}	sup=9
{i}{say}	sup=9
{i}{much}	sup=9
{i}{that}	sup=9
{i}{everything}	sup=9
{i}{here}{for}{you}	sup=9
{i}{don}{you}	sup=9
{i}{d}{feel}	sup=9
{can}{see}	sup=9
{t}{you}{be}	sup=9
{this}{time}	sup=9
{this}{be}{not}{home}	sup=9
{so}{long}{so}{long}	sup=9
{so}{much}	sup=9
{time}{we}	sup=9
{have}{erase}	sup=9
{be}{there}	sup=9
{be}{long}	sup=9
{be}{too}	sup=9
{be}{go}{forever}	sup=9
{what}{you}	sup=9
{you}{have}{go}{away}	sup=9
{you}{be}{me}	sup=9
{you}{be}{if}{you}{i}	sup=9
{you}{be}{if}{you}{think}	sup=9
{you}{be}{if}{you}{that}	sup=9
{you}{be}{if}{think}{i}	sup=9
{you}{be}{if}{think}{will}	sup=9
{you}{be}{if}{think}{that}	sup=9
{you}{be}{if}{that}{i}	sup=9
{you}{be}{if}{that}{be}	sup=9
{you}{be}{if}{that}{will}	sup=9
{you}{be}{you}{i}{be}	sup=9
{you}{be}{you}{i}{will}	sup=9
{you}{be}{you}{i}{just}	sup=9
{you}{be}{you}{think}{i}	sup=9
{you}{be}{you}{think}{will}	sup=9
{you}{be}{you}{think}{that}	sup=9
{you}{be}{you}{that}{i}	sup=9
{you}{be}{you}{that}{be}	sup=9
{you}{be}{you}{that}{will}	sup=9
{you}{be}{not}	sup=9
{you}{be}{to}	sup=9
{you}{be}{go}	sup=9
{you}{be}{run}{away}	sup=9
{you}{be}{only}{my}{way}	sup=9
{you}{be}{only}{in}{my}	sup=9
{you}{be}{only}{in}{way}	sup=9
{you}{be}{wrong}{if}{you}	sup=9
{you}{be}{wrong}{if}{think}	sup=9
{you}{be}{wrong}{if}{that}	sup=9
{you}{be}{wrong}{you}{i}	sup=9
{you}{be}{wrong}{you}{think}	sup=9
{you}{be}{wrong}{you}{that}	sup=9
{you}{be}{wrong}{think}{i}	sup=9
{you}{be}{wrong}{think}{will}	sup=9
{you}{be}{wrong}{think}{that}	sup=9
{you}{if}{you}{i}{be}	sup=9
{you}{if}{you}{i}{will}	sup=9
{you}{if}{you}{i}{just}	sup=9
{you}{if}{you}{think}{i}	sup=9
{you}{if}{you}{think}{will}	sup=9
{you}{if}{you}{think}{that}	sup=9
{you}{if}{you}{that}{i}	sup=9
{you}{if}{you}{that}{be}	sup=9
{you}{if}{you}{that}{will}	sup=9
{you}{if}{think}{i}{be}	sup=9
{you}{if}{think}{i}{will}	sup=9
{you}{if}{think}{i}{just}	sup=9
{you}{if}{think}{will}{be}	sup=9
{you}{if}{think}{will}{just}	sup=9
{you}{if}{think}{will}{like}	sup=9
{you}{if}{think}{that}{i}	sup=9
{you}{if}{think}{that}{be}	sup=9
{you}{if}{think}{that}{will}	sup=9
{you}{if}{that}{i}{be}	sup=9
{you}{if}{that}{i}{will}	sup=9
{you}{if}{that}{i}{just}	sup=9
{you}{if}{that}{be}{you}	sup=9
{you}{if}{that}{be}{just}	sup=9
{you}{if}{that}{be}{like}	sup=9
{you}{if}{that}{will}{be}	sup=9
{you}{if}{that}{will}{just}	sup=9
{you}{if}{that}{will}{like}	sup=9
{you}{never}	sup=9
{you}{to}{me}	sup=9
{you}{only}{in}{my}{way}	sup=9
{you}{wrong}{if}{you}{i}	sup=9
{you}{wrong}{if}{you}{think}	sup=9
{you}{wrong}{if}{you}{that}	sup=9
{you}{wrong}{if}{think}{i}	sup=9
{you}{wrong}{if}{think}{will}	sup=9
{you}{wrong}{if}{think}{that}	sup=9
{you}{wrong}{if}{that}{i}	sup=9
{you}{wrong}{if}{that}{be}	sup=9
{you}{wrong}{if}{that}{will}	sup=9
{you}{wrong}{you}{i}{be}	sup=9
{you}{wrong}{you}{i}{will}	sup=9
{you}{wrong}{you}{i}{just}	sup=9
{you}{wrong}{you}{think}{i}	sup=9
{you}{wrong}{you}{think}{will}	sup=9
{you}{wrong}{you}{think}{that}	sup=9
{you}{wrong}{you}{that}{i}	sup=9
{you}{wrong}{you}{that}{be}	sup=9
{you}{wrong}{you}{that}{will}	sup=9
{you}{wrong}{think}{i}{be}	sup=9
{you}{wrong}{think}{i}{will}	sup=9
{you}{wrong}{think}{i}{just}	sup=9
{you}{wrong}{think}{will}{be}	sup=9
{you}{wrong}{think}{will}{just}	sup=9
{you}{wrong}{think}{will}{like}	sup=9
{you}{wrong}{think}{that}{i}	sup=9
{you}{wrong}{think}{that}{be}	sup=9
{you}{wrong}{think}{that}{will}	sup=9
{the}{we}	sup=9
{no}{more}	sup=9
{one}{i}	sup=9
{will}{it}	sup=9
{change}{this}	sup=9
{it}{s}{for}	sup=9
{let}{me}	sup=9
{to}{life}	sup=9
{well}	sup=9
{head}	sup=9
{use}	sup=9
{we}{be}{this}	sup=9
{like}{it}	sup=9
{that}{have}	sup=9
{know}{i}	sup=9
{in}{this}{be}{we}	sup=9
{feel}{like}	sup=9
{watch}	sup=9
{show}	sup=9
{when}{i}{need}{you}	sup=9
{run}{your}	sup=9
{would}	sup=9
{around}	sup=9
{she}	sup=9
{with}	sup=9
{forget}{about}	sup=9
{turn}{round}	sup=9
{why}{do}	sup=9
{own}	sup=9
{pain}{i}	sup=9
{pain}{it}	sup=9
{rather}{feel}{pain}{than}{nothing}	sup=9
{i}{can}{t}{myself}	sup=10
{i}{t}{about}{you}{anymore}	sup=10
{i}{t}{care}{you}{anymore}	sup=10
{i}{t}{care}{about}{you}	sup=10
{i}{t}{care}{about}{anymore}	sup=10
{i}{be}{to}	sup=10
{i}{be}{on}	sup=10
{i}{be}{alone}	sup=10
{i}{will}{be}{you}	sup=10
{i}{will}{not}{i}{will}	sup=10
{i}{will}{not}{die}{i}	sup=10
{i}{will}{not}{die}{will}	sup=10
{i}{will}{let}{you}{down}	sup=10
{i}{will}{die}{i}{will}	sup=10
{i}{not}{die}{i}{will}	sup=10
{i}{just}{t}{you}{anymore}	sup=10
{i}{just}{t}{about}{you}	sup=10
{i}{just}{t}{about}{anymore}	sup=10
{i}{just}{t}{care}{you}	sup=10
{i}{just}{t}{care}{about}	sup=10
{i}{just}{t}{care}{anymore}	sup=10
{i}{just}{don}{t}{you}	sup=10
{i}{just}{don}{t}{about}	sup=10
{i}{just}{don}{t}{care}	sup=10
{i}{just}{don}{about}{you}	sup=10
{i}{just}{don}{about}{anymore}	sup=10
{i}{just}{don}{care}{you}	sup=10
{i}{just}{don}{care}{about}	sup=10
{i}{just}{don}{care}{anymore}	sup=10
{i}{just}{care}{you}{anymore}	sup=10
{i}{just}{care}{about}{you}	sup=10
{i}{just}{care}{about}{anymore}	sup=10
{i}{to}{you}	sup=10
{i}{take}	sup=10
{i}{here}{you}	sup=10
{i}{don}{t}{you}{anymore}	sup=10
{i}{don}{t}{about}{you}	sup=10
{i}{don}{t}{about}{anymore}	sup=10
{i}{don}{t}{care}{you}	sup=10
{i}{don}{t}{care}{about}	sup=10
{i}{don}{t}{care}{anymore}	sup=10
{i}{don}{about}{you}{anymore}	sup=10
{i}{don}{care}{you}{anymore}	sup=10
{i}{don}{care}{about}{you}	sup=10
{i}{don}{care}{about}{anymore}	sup=10
{can}{t}{get}	sup=10
{t}{try}	sup=10
{hell}	sup=10
{try}{to}	sup=10
{but}{be}	sup=10
{be}{not}{the}	sup=10
{be}{good}	sup=10
{be}{always}	sup=10
{be}{here}	sup=10
{be}{run}	sup=10
{be}{home}	sup=10
{somebody}{me}{tame}{this}{animal}	sup=10
{somebody}{help}{me}{this}{animal}	sup=10
{somebody}{help}{me}{tame}{this}	sup=10
{somebody}{help}{me}{tame}{animal}	sup=10
{somebody}{help}{tame}{this}{animal}	sup=10
{get}{you}	sup=10
{get}{lose}	sup=10
{nightmare}	sup=10
{if}{you}{can}{the}	sup=10
{if}{you}{get}{out}{alive}	sup=10
{if}{you}{to}{get}{out}	sup=10
{if}{you}{to}{get}{alive}	sup=10
{if}{you}{to}{out}{alive}	sup=10
{if}{you}{want}{get}{out}	sup=10
{if}{you}{want}{get}{alive}	sup=10
{if}{you}{want}{to}{get}	sup=10
{if}{you}{want}{to}{out}	sup=10
{if}{you}{want}{to}{alive}	sup=10
{if}{you}{want}{out}{alive}	sup=10
{if}{to}{get}{out}{alive}	sup=10
{if}{want}{get}{out}{alive}	sup=10
{if}{want}{to}{get}{out}	sup=10
{if}{want}{to}{get}{alive}	sup=10
{if}{want}{to}{out}{alive}	sup=10
{you}{be}{in}{my}{way}	sup=10
{you}{think}{you}{be}	sup=10
{you}{make}{it}	sup=10
{you}{feel}	sup=10
{you}{play}{it}	sup=10
{side}	sup=10
{no}{one}	sup=10
{will}{like}	sup=10
{help}{me}{believe}{it}{the}	sup=10
{help}{me}{believe}{it}{s}	sup=10
{help}{me}{believe}{it}{not}	sup=10
{help}{me}{believe}{s}{the}	sup=10
{help}{me}{believe}{s}{not}	sup=10
{help}{me}{believe}{s}{real}	sup=10
{help}{me}{believe}{not}{me}	sup=10
{help}{me}{believe}{not}{the}	sup=10
{help}{me}{believe}{not}{real}	sup=10
{help}{me}{it}{the}{me}	sup=10
{help}{me}{it}{the}{real}	sup=10
{help}{me}{it}{s}{the}	sup=10
{help}{me}{it}{s}{not}	sup=10
{help}{me}{it}{s}{real}	sup=10
{help}{me}{it}{not}{me}	sup=10
{help}{me}{it}{not}{the}	sup=10
{help}{me}{it}{not}{real}	sup=10
{help}{me}{s}{the}{me}	sup=10
{help}{me}{s}{the}{real}	sup=10
{help}{me}{s}{not}{me}	sup=10
{help}{me}{s}{not}{the}	sup=10
{help}{me}{s}{not}{real}	sup=10
{help}{me}{s}{real}{me}	sup=10
{help}{believe}{it}{the}{me}	sup=10
{help}{believe}{it}{the}{real}	sup=10
{help}{believe}{it}{s}{the}	sup=10
{help}{believe}{it}{s}{not}	sup=10
{help}{believe}{it}{s}{real}	sup=10
{help}{believe}{it}{not}{me}	sup=10
{help}{believe}{it}{not}{the}	sup=10
{help}{believe}{it}{not}{real}	sup=10
{help}{believe}{s}{the}{me}	sup=10
{help}{believe}{s}{the}{real}	sup=10
{help}{believe}{s}{not}{me}	sup=10
{help}{believe}{s}{not}{the}	sup=10
{help}{believe}{s}{not}{real}	sup=10
{help}{believe}{s}{real}{me}	sup=10
{help}{believe}{not}{the}{me}	sup=10
{help}{believe}{not}{the}{real}	sup=10
{help}{believe}{not}{real}{me}	sup=10
{help}{it}{the}{real}{me}	sup=10
{help}{it}{s}{the}{me}	sup=10
{help}{it}{s}{the}{real}	sup=10
{help}{it}{s}{not}{me}	sup=10
{help}{it}{s}{not}{the}	sup=10
{help}{it}{s}{not}{real}	sup=10
{help}{it}{s}{real}{me}	sup=10
{help}{it}{not}{the}{me}	sup=10
{help}{it}{not}{the}{real}	sup=10
{help}{it}{not}{real}{me}	sup=10
{it}{s}{now}{or}{never}	sup=10
{let}{it}	sup=10
{say}{i}	sup=10
{and}{i}{have}	sup=10
{to}{lose}	sup=10
{all}{i}{be}	sup=10
{now}{i}	sup=10
{think}{that}{i}	sup=10
{we}{have}	sup=10
{again}	sup=10
{in}{you}	sup=10
{high}	sup=10
{away}{from}	sup=10
{do}{i}	sup=10
{do}{here}	sup=10
{hard}	sup=10
{when}{need}	sup=10
{run}{away}	sup=10
{push}{me}	sup=10
{cause}{i}	sup=10
{whoa}{oh}{run}{for}	sup=10
{stay}	sup=10
{every}	sup=10
{over}{and}{over}{and}{over}	sup=10
{over}{and}{over}{over}{and}	sup=10
{over}{and}{over}{over}{over}	sup=10
{over}{over}{over}{and}{over}	sup=10
{didn}{t}	sup=10
{so}	sup=90
{i}{so}	sup=11
{i}{will}{be}	sup=11
{i}{will}{not}{die}	sup=11
{i}{leave}	sup=11
{i}{my}	sup=11
{i}{think}{i}	sup=11
{i}{a}	sup=11
{i}{need}{you}	sup=11
{i}{on}	sup=11
{t}{it}	sup=11
{have}{be}	sup=11
{have}{you}	sup=11
{but}{you}	sup=11
{be}{of}	sup=11
{be}{alone}	sup=11
{get}{up}	sup=11
{get}{back}	sup=11
{get}{out}	sup=11
{me}{it}	sup=11
{you}{be}{the}	sup=11
{you}{say}	sup=11
{you}{to}{get}	sup=11
{you}{think}{you}	sup=11
{you}{think}{that}	sup=11
{you}{in}{my}	sup=11
{the}{of}	sup=11
{the}{good}{life}	sup=11
{will}{here}	sup=11
{ever}	sup=11
{it}{be}	sup=11
{it}{s}{the}	sup=11
{it}{now}{or}{never}	sup=11
{s}{for}	sup=11
{let}{you}{down}	sup=11
{and}{you}	sup=11
{how}	sup=11
{to}{it}	sup=11
{to}{out}	sup=11
{your}{shit}{be}{overrate}	sup=11
{all}{i}	sup=11
{all}{be}	sup=11
{all}{you}	sup=11
{now}{you}{be}	sup=11
{want}{to}{get}	sup=11
{that}{will}	sup=11
{win}{t}{you}	sup=11
